ano,mes,eventos,sistema,variacao_percentual,tempo
2010,1,1211,SIH_internacoes,,2010-01-01
2010,2,1355,SIH_internacoes,11.890999174236168,2010-02-01
2010,3,1406,SIH_internacoes,3.7638376383763834,2010-03-01
2010,4,1327,SIH_internacoes,-5.61877667140825,2010-04-01
2010,5,1306,SIH_internacoes,-1.5825169555388092,2010-05-01
2010,6,1193,SIH_internacoes,-8.652373660030628,2010-06-01
2010,7,1397,SIH_internacoes,17.099748533109807,2010-07-01
2010,8,1431,SIH_internacoes,2.4337866857551895,2010-08-01
2010,9,1353,SIH_internacoes,-5.450733752620545,2010-09-01
2010,10,1343,SIH_internacoes,-0.7390983000739099,2010-10-01
2010,11,1275,SIH_internacoes,-5.063291139240507,2010-11-01
2010,12,1283,SIH_internacoes,0.6274509803921569,2010-12-01
2011,1,1234,SIH_internacoes,-3.819173811379579,2011-01-01
2011,2,1197,SIH_internacoes,-2.99837925445705,2011-02-01
2011,3,1267,SIH_internacoes,5.847953216374268,2011-03-01
2011,4,1296,SIH_internacoes,2.2888713496448303,2011-04-01
2011,5,1316,SIH_internacoes,1.5432098765432098,2011-05-01
2011,6,1293,SIH_internacoes,-1.7477203647416413,2011-06-01
2011,7,1437,SIH_internacoes,11.1368909512761,2011-07-01
2011,8,1288,SIH_internacoes,-10.368823938761308,2011-08-01
2011,9,1348,SIH_internacoes,4.658385093167702,2011-09-01
2011,10,1305,SIH_internacoes,-3.1899109792284865,2011-10-01
2011,11,1361,SIH_internacoes,4.291187739463601,2011-11-01
2011,12,1253,SIH_internacoes,-7.935341660543719,2011-12-01
2012,1,1279,SIH_internacoes,2.0750199521149244,2012-01-01
2012,2,1276,SIH_internacoes,-0.23455824863174357,2012-02-01
2012,3,1258,SIH_internacoes,-1.4106583072100314,2012-03-01
2012,4,1270,SIH_internacoes,0.9538950715421303,2012-04-01
2012,5,1348,SIH_internacoes,6.141732283464567,2012-05-01
2012,6,1428,SIH_internacoes,5.934718100890208,2012-06-01
2012,7,1441,SIH_internacoes,0.9103641456582634,2012-07-01
2012,8,1430,SIH_internacoes,-0.7633587786259541,2012-08-01
2012,9,1393,SIH_internacoes,-2.5874125874125875,2012-09-01
2012,10,1325,SIH_internacoes,-4.881550610193827,2012-10-01
2012,11,1230,SIH_internacoes,-7.169811320754717,2012-11-01
2012,12,1116,SIH_internacoes,-9.268292682926829,2012-12-01
2013,1,1279,SIH_internacoes,14.605734767025089,2013-01-01
2013,2,1118,SIH_internacoes,-12.587959343236903,2013-02-01
2013,3,1246,SIH_internacoes,11.449016100178891,2013-03-01
2013,4,1228,SIH_internacoes,-1.4446227929373996,2013-04-01
2013,5,1249,SIH_internacoes,1.710097719869707,2013-05-01
2013,6,1272,SIH_internacoes,1.8414731785428344,2013-06-01
2013,7,1355,SIH_internacoes,6.5251572327044025,2013-07-01
2013,8,1395,SIH_internacoes,2.952029520295203,2013-08-01
2013,9,1327,SIH_internacoes,-4.874551971326166,2013-09-01
2013,10,1368,SIH_internacoes,3.089675960813866,2013-10-01
2013,11,1307,SIH_internacoes,-4.45906432748538,2013-11-01
2013,12,1197,SIH_internacoes,-8.416220351951033,2013-12-01
2014,1,1277,SIH_internacoes,6.683375104427736,2014-01-01
2014,2,1277,SIH_internacoes,0,2014-02-01
2014,3,1216,SIH_internacoes,-4.776820673453407,2014-03-01
2014,4,1219,SIH_internacoes,0.24671052631578946,2014-04-01
2014,5,1186,SIH_internacoes,-2.7071369975389663,2014-05-01
2014,6,1201,SIH_internacoes,1.2647554806070826,2014-06-01
2014,7,1429,SIH_internacoes,18.984179850124896,2014-07-01
2014,8,1361,SIH_internacoes,-4.758572428271519,2014-08-01
2014,9,1374,SIH_internacoes,0.9551800146950772,2014-09-01
2014,10,1442,SIH_internacoes,4.9490538573508,2014-10-01
2014,11,1356,SIH_internacoes,-5.9639389736477115,2014-11-01
2014,12,1307,SIH_internacoes,-3.6135693215339235,2014-12-01
2015,1,1348,SIH_internacoes,3.1369548584544757,2015-01-01
2015,2,1217,SIH_internacoes,-9.718100890207715,2015-02-01
2015,3,1280,SIH_internacoes,5.1766639276910436,2015-03-01
2015,4,1365,SIH_internacoes,6.640625,2015-04-01
2015,5,1306,SIH_internacoes,-4.322344322344322,2015-05-01
2015,6,1358,SIH_internacoes,3.9816232771822357,2015-06-01
2015,7,1488,SIH_internacoes,9.572901325478647,2015-07-01
2015,8,1468,SIH_internacoes,-1.3440860215053763,2015-08-01
2015,9,1398,SIH_internacoes,-4.768392370572207,2015-09-01
2015,10,1356,SIH_internacoes,-3.004291845493562,2015-10-01
2015,11,1409,SIH_internacoes,3.908554572271387,2015-11-01
2015,12,1260,SIH_internacoes,-10.574875798438608,2015-12-01
2016,1,1365,SIH_internacoes,8.333333333333332,2016-01-01
2016,2,1314,SIH_internacoes,-3.7362637362637363,2016-02-01
2016,3,1399,SIH_internacoes,6.468797564687975,2016-03-01
2016,4,1395,SIH_internacoes,-0.28591851322373124,2016-04-01
2016,5,1264,SIH_internacoes,-9.390681003584229,2016-05-01
2016,6,1377,SIH_internacoes,8.93987341772152,2016-06-01
2016,7,1332,SIH_internacoes,-3.2679738562091507,2016-07-01
2016,8,1419,SIH_internacoes,6.531531531531531,2016-08-01
2016,9,1512,SIH_internacoes,6.553911205073996,2016-09-01
2016,10,1375,SIH_internacoes,-9.060846560846562,2016-10-01
2016,11,1390,SIH_internacoes,1.090909090909091,2016-11-01
2016,12,1301,SIH_internacoes,-6.402877697841726,2016-12-01
2017,1,1330,SIH_internacoes,2.2290545734050733,2017-01-01
2017,2,1359,SIH_internacoes,2.180451127819549,2017-02-01
2017,3,1304,SIH_internacoes,-4.047093451066961,2017-03-01
2017,4,1337,SIH_internacoes,2.5306748466257667,2017-04-01
2017,5,1387,SIH_internacoes,3.7397157816005984,2017-05-01
2017,6,1506,SIH_internacoes,8.579668348954577,2017-06-01
2017,7,1630,SIH_internacoes,8.233731739707835,2017-07-01
2017,8,1637,SIH_internacoes,0.4294478527607362,2017-08-01
2017,9,1407,SIH_internacoes,-14.050091631032377,2017-09-01
2017,10,1581,SIH_internacoes,12.366737739872068,2017-10-01
2017,11,1530,SIH_internacoes,-3.225806451612903,2017-11-01
2017,12,1472,SIH_internacoes,-3.7908496732026142,2017-12-01
2018,1,1584,SIH_internacoes,7.608695652173914,2018-01-01
2018,2,1421,SIH_internacoes,-10.29040404040404,2018-02-01
2018,3,1426,SIH_internacoes,0.3518648838845883,2018-03-01
2018,4,1433,SIH_internacoes,0.4908835904628331,2018-04-01
2018,5,1591,SIH_internacoes,11.025819958129798,2018-05-01
2018,6,1631,SIH_internacoes,2.51414204902577,2018-06-01
2018,7,1762,SIH_internacoes,8.031882280809318,2018-07-01
2018,8,1759,SIH_internacoes,-0.170261066969353,2018-08-01
2018,9,1605,SIH_internacoes,-8.754974417282547,2018-09-01
2018,10,1574,SIH_internacoes,-1.9314641744548289,2018-10-01
2018,11,1628,SIH_internacoes,3.430749682337993,2018-11-01
2018,12,1530,SIH_internacoes,-6.019656019656019,2018-12-01
2019,1,1615,SIH_internacoes,5.555555555555555,2019-01-01
2019,2,1457,SIH_internacoes,-9.78328173374613,2019-02-01
2019,3,1568,SIH_internacoes,7.618393960192176,2019-03-01
2019,4,1409,SIH_internacoes,-10.14030612244898,2019-04-01
2019,5,1595,SIH_internacoes,13.20085166784954,2019-05-01
2019,6,1606,SIH_internacoes,0.6896551724137931,2019-06-01
2019,7,1725,SIH_internacoes,7.409713574097136,2019-07-01
2019,8,1669,SIH_internacoes,-3.246376811594203,2019-08-01
2019,9,1597,SIH_internacoes,-4.313960455362492,2019-09-01
2019,10,1617,SIH_internacoes,1.2523481527864746,2019-10-01
2019,11,1591,SIH_internacoes,-1.6079158936301792,2019-11-01
2019,12,1648,SIH_internacoes,3.5826524198617227,2019-12-01
2020,1,1552,SIH_internacoes,-5.825242718446602,2020-01-01
2020,2,1454,SIH_internacoes,-6.314432989690721,2020-02-01
2020,3,1383,SIH_internacoes,-4.883081155433287,2020-03-01
2020,4,1263,SIH_internacoes,-8.676789587852495,2020-04-01
2020,5,1459,SIH_internacoes,15.518606492478227,2020-05-01
2020,6,1427,SIH_internacoes,-2.193283070596299,2020-06-01
2020,7,1681,SIH_internacoes,17.79957953749124,2020-07-01
2020,8,1725,SIH_internacoes,2.6174895895300416,2020-08-01
2020,9,1491,SIH_internacoes,-13.56521739130435,2020-09-01
2020,10,1590,SIH_internacoes,6.639839034205232,2020-10-01
2020,11,1481,SIH_internacoes,-6.855345911949685,2020-11-01
2020,12,1349,SIH_internacoes,-8.912896691424713,2020-12-01
2021,1,1427,SIH_internacoes,5.782060785767236,2021-01-01
2021,2,1333,SIH_internacoes,-6.587245970567625,2021-02-01
2021,3,1408,SIH_internacoes,5.626406601650412,2021-03-01
2021,4,1369,SIH_internacoes,-2.7698863636363638,2021-04-01
2021,5,1493,SIH_internacoes,9.057706355003653,2021-05-01
2021,6,1575,SIH_internacoes,5.492297387809779,2021-06-01
2021,7,1670,SIH_internacoes,6.031746031746032,2021-07-01
2021,8,1676,SIH_internacoes,0.3592814371257485,2021-08-01
2021,9,1738,SIH_internacoes,3.699284009546539,2021-09-01
2021,10,1763,SIH_internacoes,1.4384349827387801,2021-10-01
2021,11,1683,SIH_internacoes,-4.537719795802609,2021-11-01
2021,12,1694,SIH_internacoes,0.6535947712418301,2021-12-01
2022,1,1650,SIH_internacoes,-2.5974025974025974,2022-01-01
2022,2,1421,SIH_internacoes,-13.878787878787879,2022-02-01
2022,3,1661,SIH_internacoes,16.889514426460238,2022-03-01
2022,4,1647,SIH_internacoes,-0.8428657435279951,2022-04-01
2022,5,1889,SIH_internacoes,14.693381906496661,2022-05-01
2022,6,1871,SIH_internacoes,-0.9528851244044468,2022-06-01
2022,7,1984,SIH_internacoes,6.03955104222341,2022-07-01
2022,8,2057,SIH_internacoes,3.679435483870968,2022-08-01
2022,9,2122,SIH_internacoes,3.1599416626154593,2022-09-01
2022,10,1979,SIH_internacoes,-6.7389255419415655,2022-10-01
2022,11,1860,SIH_internacoes,-6.013137948458818,2022-11-01
2022,12,1891,SIH_internacoes,1.6666666666666667,2022-12-01
2023,1,1931,SIH_internacoes,2.1152829190904283,2023-01-01
2023,2,1741,SIH_internacoes,-9.83946141895391,2023-02-01
2023,3,2013,SIH_internacoes,15.623205054566341,2023-03-01
2023,4,1880,SIH_internacoes,-6.607054148037754,2023-04-01
2023,5,1953,SIH_internacoes,3.882978723404255,2023-05-01
2023,6,2017,SIH_internacoes,3.277009728622632,2023-06-01
2023,7,2038,SIH_internacoes,1.0411502231036194,2023-07-01
2023,8,1996,SIH_internacoes,-2.060843964671246,2023-08-01
2023,9,2049,SIH_internacoes,2.655310621242485,2023-09-01
2023,10,1972,SIH_internacoes,-3.7579306979014153,2023-10-01
2023,11,1910,SIH_internacoes,-3.1440162271805274,2023-11-01
2023,12,1857,SIH_internacoes,-2.774869109947644,2023-12-01
2024,1,1872,SIH_internacoes,0.8077544426494345,2024-01-01
2024,2,1785,SIH_internacoes,-4.647435897435898,2024-02-01
2024,3,1822,SIH_internacoes,2.072829131652661,2024-03-01
2024,4,1711,SIH_internacoes,-6.092206366630077,2024-04-01
2024,5,1705,SIH_internacoes,-0.3506721215663355,2024-05-01
2024,6,1792,SIH_internacoes,5.102639296187683,2024-06-01
2024,7,1915,SIH_internacoes,6.8638392857142865,2024-07-01
2024,8,1865,SIH_internacoes,-2.610966057441253,2024-08-01
2024,9,1872,SIH_internacoes,0.37533512064343166,2024-09-01
2024,10,1729,SIH_internacoes,-7.638888888888889,2024-10-01
2024,11,1837,SIH_internacoes,6.246385193753615,2024-11-01
2024,12,1641,SIH_internacoes,-10.669569951007077,2024-12-01
2025,1,1983,SIH_internacoes,20.840950639853748,2025-01-01
2025,2,1801,SIH_internacoes,-9.178013111447301,2025-02-01
2025,3,1643,SIH_internacoes,-8.772903942254304,2025-03-01
2025,4,1803,SIH_internacoes,9.73828362751065,2025-04-01
2025,5,1933,SIH_internacoes,7.210205213533001,2025-05-01
2025,6,2041,SIH_internacoes,5.587170201758924,2025-06-01
2025,7,1979,SIH_internacoes,-3.0377266046055853,2025-07-01
2025,8,2119,SIH_internacoes,7.074279939363315,2025-08-01
2025,9,1975,SIH_internacoes,-6.795658329400661,2025-09-01
2025,10,1946,SIH_internacoes,-1.4683544303797469,2025-10-01
2025,11,1776,SIH_internacoes,-8.735868448098664,2025-11-01
2025,12,1862,SIH_internacoes,4.842342342342342,2025-12-01
2010,1,974,SIM_obitos_causa_basica,,2010-01-01
2010,2,937,SIM_obitos_causa_basica,-3.798767967145791,2010-02-01
2010,3,835,SIM_obitos_causa_basica,-10.88580576307364,2010-03-01
2010,4,755,SIM_obitos_causa_basica,-9.580838323353294,2010-04-01
2010,5,847,SIM_obitos_causa_basica,12.185430463576159,2010-05-01
2010,6,883,SIM_obitos_causa_basica,4.250295159386068,2010-06-01
2010,7,936,SIM_obitos_causa_basica,6.0022650056625135,2010-07-01
2010,8,933,SIM_obitos_causa_basica,-0.3205128205128205,2010-08-01
2010,9,866,SIM_obitos_causa_basica,-7.181136120042872,2010-09-01
2010,10,913,SIM_obitos_causa_basica,5.427251732101617,2010-10-01
2010,11,860,SIM_obitos_causa_basica,-5.805038335158817,2010-11-01
2010,12,840,SIM_obitos_causa_basica,-2.3255813953488373,2010-12-01
2011,1,872,SIM_obitos_causa_basica,3.8095238095238098,2011-01-01
2011,2,759,SIM_obitos_causa_basica,-12.958715596330276,2011-02-01
2011,3,741,SIM_obitos_causa_basica,-2.371541501976284,2011-03-01
2011,4,784,SIM_obitos_causa_basica,5.802968960863698,2011-04-01
2011,5,863,SIM_obitos_causa_basica,10.076530612244898,2011-05-01
2011,6,934,SIM_obitos_causa_basica,8.227114716106605,2011-06-01
2011,7,994,SIM_obitos_causa_basica,6.423982869379015,2011-07-01
2011,8,947,SIM_obitos_causa_basica,-4.7283702213279675,2011-08-01
2011,9,859,SIM_obitos_causa_basica,-9.292502639915522,2011-09-01
2011,10,874,SIM_obitos_causa_basica,1.7462165308498252,2011-10-01
2011,11,842,SIM_obitos_causa_basica,-3.6613272311212817,2011-11-01
2011,12,750,SIM_obitos_causa_basica,-10.926365795724466,2011-12-01
2012,1,831,SIM_obitos_causa_basica,10.8,2012-01-01
2012,2,745,SIM_obitos_causa_basica,-10.348977135980746,2012-02-01
2012,3,750,SIM_obitos_causa_basica,0.6711409395973155,2012-03-01
2012,4,788,SIM_obitos_causa_basica,5.066666666666666,2012-04-01
2012,5,896,SIM_obitos_causa_basica,13.705583756345177,2012-05-01
2012,6,895,SIM_obitos_causa_basica,-0.11160714285714285,2012-06-01
2012,7,911,SIM_obitos_causa_basica,1.7877094972067038,2012-07-01
2012,8,866,SIM_obitos_causa_basica,-4.939626783754116,2012-08-01
2012,9,868,SIM_obitos_causa_basica,0.23094688221709006,2012-09-01
2012,10,854,SIM_obitos_causa_basica,-1.6129032258064515,2012-10-01
2012,11,752,SIM_obitos_causa_basica,-11.943793911007026,2012-11-01
2012,12,861,SIM_obitos_causa_basica,14.49468085106383,2012-12-01
2013,1,883,SIM_obitos_causa_basica,2.5551684088269457,2013-01-01
2013,2,780,SIM_obitos_causa_basica,-11.664779161947905,2013-02-01
2013,3,774,SIM_obitos_causa_basica,-0.7692307692307693,2013-03-01
2013,4,803,SIM_obitos_causa_basica,3.7467700258397936,2013-04-01
2013,5,867,SIM_obitos_causa_basica,7.970112079701121,2013-05-01
2013,6,796,SIM_obitos_causa_basica,-8.189158016147635,2013-06-01
2013,7,914,SIM_obitos_causa_basica,14.824120603015075,2013-07-01
2013,8,938,SIM_obitos_causa_basica,2.62582056892779,2013-08-01
2013,9,843,SIM_obitos_causa_basica,-10.127931769722814,2013-09-01
2013,10,860,SIM_obitos_causa_basica,2.0166073546856467,2013-10-01
2013,11,758,SIM_obitos_causa_basica,-11.86046511627907,2013-11-01
2013,12,764,SIM_obitos_causa_basica,0.79155672823219,2013-12-01
2014,1,904,SIM_obitos_causa_basica,18.32460732984293,2014-01-01
2014,2,778,SIM_obitos_causa_basica,-13.938053097345133,2014-02-01
2014,3,739,SIM_obitos_causa_basica,-5.012853470437018,2014-03-01
2014,4,661,SIM_obitos_causa_basica,-10.554803788903925,2014-04-01
2014,5,758,SIM_obitos_causa_basica,14.674735249621785,2014-05-01
2014,6,783,SIM_obitos_causa_basica,3.2981530343007917,2014-06-01
2014,7,884,SIM_obitos_causa_basica,12.899106002554278,2014-07-01
2014,8,909,SIM_obitos_causa_basica,2.828054298642534,2014-08-01
2014,9,777,SIM_obitos_causa_basica,-14.521452145214523,2014-09-01
2014,10,822,SIM_obitos_causa_basica,5.7915057915057915,2014-10-01
2014,11,771,SIM_obitos_causa_basica,-6.204379562043796,2014-11-01
2014,12,831,SIM_obitos_causa_basica,7.782101167315175,2014-12-01
2015,1,834,SIM_obitos_causa_basica,0.36101083032490977,2015-01-01
2015,2,638,SIM_obitos_causa_basica,-23.501199040767386,2015-02-01
2015,3,718,SIM_obitos_causa_basica,12.539184952978054,2015-03-01
2015,4,709,SIM_obitos_causa_basica,-1.2534818941504178,2015-04-01
2015,5,808,SIM_obitos_causa_basica,13.963328631875882,2015-05-01
2015,6,821,SIM_obitos_causa_basica,1.608910891089109,2015-06-01
2015,7,790,SIM_obitos_causa_basica,-3.7758830694275276,2015-07-01
2015,8,781,SIM_obitos_causa_basica,-1.139240506329114,2015-08-01
2015,9,808,SIM_obitos_causa_basica,3.4571062740076828,2015-09-01
2015,10,720,SIM_obitos_causa_basica,-10.891089108910892,2015-10-01
2015,11,762,SIM_obitos_causa_basica,5.833333333333333,2015-11-01
2015,12,810,SIM_obitos_causa_basica,6.299212598425196,2015-12-01
2016,1,764,SIM_obitos_causa_basica,-5.679012345679013,2016-01-01
2016,2,704,SIM_obitos_causa_basica,-7.853403141361256,2016-02-01
2016,3,773,SIM_obitos_causa_basica,9.801136363636363,2016-03-01
2016,4,812,SIM_obitos_causa_basica,5.045278137128072,2016-04-01
2016,5,829,SIM_obitos_causa_basica,2.0935960591133003,2016-05-01
2016,6,935,SIM_obitos_causa_basica,12.78648974668275,2016-06-01
2016,7,920,SIM_obitos_causa_basica,-1.6042780748663104,2016-07-01
2016,8,914,SIM_obitos_causa_basica,-0.6521739130434783,2016-08-01
2016,9,777,SIM_obitos_causa_basica,-14.989059080962802,2016-09-01
2016,10,852,SIM_obitos_causa_basica,9.652509652509652,2016-10-01
2016,11,795,SIM_obitos_causa_basica,-6.690140845070422,2016-11-01
2016,12,797,SIM_obitos_causa_basica,0.25157232704402516,2016-12-01
2017,1,809,SIM_obitos_causa_basica,1.5056461731493098,2017-01-01
2017,2,681,SIM_obitos_causa_basica,-15.822002472187885,2017-02-01
2017,3,767,SIM_obitos_causa_basica,12.62848751835536,2017-03-01
2017,4,722,SIM_obitos_causa_basica,-5.867014341590613,2017-04-01
2017,5,848,SIM_obitos_causa_basica,17.451523545706372,2017-05-01
2017,6,812,SIM_obitos_causa_basica,-4.245283018867925,2017-06-01
2017,7,922,SIM_obitos_causa_basica,13.546798029556651,2017-07-01
2017,8,885,SIM_obitos_causa_basica,-4.0130151843817785,2017-08-01
2017,9,766,SIM_obitos_causa_basica,-13.446327683615818,2017-09-01
2017,10,831,SIM_obitos_causa_basica,8.485639686684072,2017-10-01
2017,11,705,SIM_obitos_causa_basica,-15.162454873646208,2017-11-01
2017,12,817,SIM_obitos_causa_basica,15.886524822695037,2017-12-01
2018,1,734,SIM_obitos_causa_basica,-10.159118727050185,2018-01-01
2018,2,696,SIM_obitos_causa_basica,-5.177111716621254,2018-02-01
2018,3,806,SIM_obitos_causa_basica,15.804597701149426,2018-03-01
2018,4,723,SIM_obitos_causa_basica,-10.297766749379653,2018-04-01
2018,5,809,SIM_obitos_causa_basica,11.89488243430152,2018-05-01
2018,6,833,SIM_obitos_causa_basica,2.966625463535229,2018-06-01
2018,7,847,SIM_obitos_causa_basica,1.680672268907563,2018-07-01
2018,8,867,SIM_obitos_causa_basica,2.3612750885478158,2018-08-01
2018,9,814,SIM_obitos_causa_basica,-6.113033448673587,2018-09-01
2018,10,788,SIM_obitos_causa_basica,-3.194103194103194,2018-10-01
2018,11,819,SIM_obitos_causa_basica,3.934010152284264,2018-11-01
2018,12,830,SIM_obitos_causa_basica,1.3431013431013432,2018-12-01
2019,1,825,SIM_obitos_causa_basica,-0.6024096385542169,2019-01-01
2019,2,662,SIM_obitos_causa_basica,-19.757575757575758,2019-02-01
2019,3,703,SIM_obitos_causa_basica,6.193353474320242,2019-03-01
2019,4,761,SIM_obitos_causa_basica,8.250355618776672,2019-04-01
2019,5,884,SIM_obitos_causa_basica,16.16294349540079,2019-05-01
2019,6,846,SIM_obitos_causa_basica,-4.298642533936651,2019-06-01
2019,7,911,SIM_obitos_causa_basica,7.68321513002364,2019-07-01
2019,8,832,SIM_obitos_causa_basica,-8.67178924259056,2019-08-01
2019,9,825,SIM_obitos_causa_basica,-0.8413461538461539,2019-09-01
2019,10,845,SIM_obitos_causa_basica,2.4242424242424243,2019-10-01
2019,11,746,SIM_obitos_causa_basica,-11.715976331360947,2019-11-01
2019,12,748,SIM_obitos_causa_basica,0.2680965147453083,2019-12-01
2020,1,762,SIM_obitos_causa_basica,1.8716577540106951,2020-01-01
2020,2,689,SIM_obitos_causa_basica,-9.580052493438322,2020-02-01
2020,3,791,SIM_obitos_causa_basica,14.804063860667634,2020-03-01
2020,4,785,SIM_obitos_causa_basica,-0.7585335018963337,2020-04-01
2020,5,818,SIM_obitos_causa_basica,4.203821656050955,2020-05-01
2020,6,743,SIM_obitos_causa_basica,-9.168704156479219,2020-06-01
2020,7,776,SIM_obitos_causa_basica,4.441453566621804,2020-07-01
2020,8,780,SIM_obitos_causa_basica,0.5154639175257731,2020-08-01
2020,9,722,SIM_obitos_causa_basica,-7.435897435897436,2020-09-01
2020,10,721,SIM_obitos_causa_basica,-0.13850415512465375,2020-10-01
2020,11,822,SIM_obitos_causa_basica,14.008321775312066,2020-11-01
2020,12,795,SIM_obitos_causa_basica,-3.2846715328467155,2020-12-01
2021,1,795,SIM_obitos_causa_basica,0,2021-01-01
2021,2,711,SIM_obitos_causa_basica,-10.566037735849058,2021-02-01
2021,3,797,SIM_obitos_causa_basica,12.09563994374121,2021-03-01
2021,4,723,SIM_obitos_causa_basica,-9.284818067754077,2021-04-01
2021,5,858,SIM_obitos_causa_basica,18.672199170124482,2021-05-01
2021,6,786,SIM_obitos_causa_basica,-8.391608391608392,2021-06-01
2021,7,954,SIM_obitos_causa_basica,21.374045801526716,2021-07-01
2021,8,940,SIM_obitos_causa_basica,-1.4675052410901468,2021-08-01
2021,9,811,SIM_obitos_causa_basica,-13.72340425531915,2021-09-01
2021,10,828,SIM_obitos_causa_basica,2.096177558569667,2021-10-01
2021,11,867,SIM_obitos_causa_basica,4.710144927536232,2021-11-01
2021,12,969,SIM_obitos_causa_basica,11.76470588235294,2021-12-01
2022,1,894,SIM_obitos_causa_basica,-7.739938080495357,2022-01-01
2022,2,737,SIM_obitos_causa_basica,-17.561521252796418,2022-02-01
2022,3,790,SIM_obitos_causa_basica,7.191316146540028,2022-03-01
2022,4,785,SIM_obitos_causa_basica,-0.6329113924050633,2022-04-01
2022,5,869,SIM_obitos_causa_basica,10.70063694267516,2022-05-01
2022,6,954,SIM_obitos_causa_basica,9.781357882623706,2022-06-01
2022,7,911,SIM_obitos_causa_basica,-4.5073375262054505,2022-07-01
2022,8,844,SIM_obitos_causa_basica,-7.354555433589462,2022-08-01
2022,9,909,SIM_obitos_causa_basica,7.701421800947868,2022-09-01
2022,10,856,SIM_obitos_causa_basica,-5.83058305830583,2022-10-01
2022,11,791,SIM_obitos_causa_basica,-7.593457943925233,2022-11-01
2022,12,805,SIM_obitos_causa_basica,1.7699115044247788,2022-12-01
2023,1,807,SIM_obitos_causa_basica,0.2484472049689441,2023-01-01
2023,2,710,SIM_obitos_causa_basica,-12.01982651796778,2023-02-01
2023,3,828,SIM_obitos_causa_basica,16.619718309859156,2023-03-01
2023,4,818,SIM_obitos_causa_basica,-1.2077294685990339,2023-04-01
2023,5,862,SIM_obitos_causa_basica,5.378973105134474,2023-05-01
2023,6,847,SIM_obitos_causa_basica,-1.740139211136891,2023-06-01
2023,7,923,SIM_obitos_causa_basica,8.972845336481699,2023-07-01
2023,8,881,SIM_obitos_causa_basica,-4.550379198266522,2023-08-01
2023,9,814,SIM_obitos_causa_basica,-7.604994324631101,2023-09-01
2023,10,810,SIM_obitos_causa_basica,-0.4914004914004914,2023-10-01
2023,11,830,SIM_obitos_causa_basica,2.4691358024691357,2023-11-01
2023,12,787,SIM_obitos_causa_basica,-5.1807228915662655,2023-12-01
2024,1,798,SIM_obitos_causa_basica,1.3977128335451081,2024-01-01
2024,2,750,SIM_obitos_causa_basica,-6.015037593984962,2024-02-01
2024,3,931,SIM_obitos_causa_basica,24.133333333333333,2024-03-01
2024,4,824,SIM_obitos_causa_basica,-11.493018259935553,2024-04-01
2024,5,843,SIM_obitos_causa_basica,2.3058252427184467,2024-05-01
2024,6,842,SIM_obitos_causa_basica,-0.11862396204033215,2024-06-01
2024,7,946,SIM_obitos_causa_basica,12.351543942992874,2024-07-01
2024,8,868,SIM_obitos_causa_basica,-8.24524312896406,2024-08-01
2024,9,821,SIM_obitos_causa_basica,-5.414746543778802,2024-09-01
2024,10,816,SIM_obitos_causa_basica,-0.6090133982947624,2024-10-01
2024,11,819,SIM_obitos_causa_basica,0.3676470588235294,2024-11-01
2024,12,786,SIM_obitos_causa_basica,-4.029304029304029,2024-12-01
